Activity,Person's Residence in Preparedness Region,Person's Residence in Local Health Department Jurisdiction,Person's Residence in County,Vaccine Type,Facility Type,Dose Number,Week,Month,Year,Data as of,Number of Doses
2020-21,Region 1,Jackson County Health Department,Jackson,Moderna,Hospital,First Dose,53,January,2021,1/2/21,16
2020-21,Region 1,Jackson County Health Department,Jackson,Moderna,Local Health Department,First Dose,52,December,2020,12/23/20,47
2020-21,Region 1,Jackson County Health Department,Jackson,Moderna,Local Health Department,First Dose,53,December,2020,12/28/20,1
2020-21,Region 1,Jackson County Health Department,Jackson,Moderna,Local Health Department,First Dose,53,December,2020,12/29/20,86
2020-21,Region 1,Jackson County Health Department,Jackson,Moderna,Local Health Department,First Dose,53,December,2020,12/30/20,76
2020-21,Region 1,Jackson County Health Department,Jackson,Moderna,Other,First Dose,53,December,2020,12/29/20,1
2020-21,Region 1,Jackson County Health Department,Jackson,Moderna,Other,First Dose,53,January,2021,1/2/21,2
2020-21,Region 1,Jackson County Health Department,Jackson,Moderna,Pharmacy,First Dose,53,December,2020,12/28/20,138
2020-21,Region 1,Jackson County Health Department,Jackson,Moderna,Pharmacy,First Dose,53,December,2020,12/29/20,3
2020-21,Region 1,Jackson County Health Department,Jackson,Moderna,Pharmacy,First Dose,53,December,2020,12/30/20,58
2020-21,Region 1,Jackson County Health Department,Jackson,Moderna,Pharmacy,First Dose,53,December,2020,12/31/20,1
2020-21,Region 1,Jackson County Health Department,Jackson,Moderna,Pharmacy,First Dose,53,January,2021,1/2/21,2
2020-21,Region 1,Jackson County Health Department,Jackson,Moderna,Specialty Provider,First Dose,52,December,2020,12/22/20,1
2020-21,Region 1,Jackson County Health Department,Jackson,Pfizer,Hospital,First Dose,51,December,2020,12/15/20,3
2020-21,Region 1,Jackson County Health Department,Jackson,Pfizer,Hospital,First Dose,51,December,2020,12/16/20,3
2020-21,Region 1,Jackson County Health Department,Jackson,Pfizer,Hospital,First Dose,51,December,2020,12/17/20,21
2020-21,Region 1,Jackson County Health Department,Jackson,Pfizer,Hospital,First Dose,51,December,2020,12/18/20,101
2020-21,Region 1,Jackson County Health Department,Jackson,Pfizer,Hospital,First Dose,51,December,2020,12/19/20,51
2020-21,Region 1,Jackson County Health Department,Jackson,Pfizer,Hospital,First Dose,52,December,2020,12/20/20,94
2020-21,Region 1,Jackson County Health Department,Jackson,Pfizer,Hospital,First Dose,52,December,2020,12/21/20,93
2020-21,Region 1,Jackson County Health Department,Jackson,Pfizer,Hospital,First Dose,52,December,2020,12/22/20,105
2020-21,Region 1,Jackson County Health Department,Jackson,Pfizer,Hospital,First Dose,52,December,2020,12/23/20,126
2020-21,Region 1,Jackson County Health Department,Jackson,Pfizer,Hospital,First Dose,52,December,2020,12/24/20,48
2020-21,Region 1,Jackson County Health Department,Jackson,Pfizer,Hospital,First Dose,52,December,2020,12/25/20,1
2020-21,Region 1,Jackson County Health Department,Jackson,Pfizer,Hospital,First Dose,52,December,2020,12/26/20,51
2020-21,Region 1,Jackson County Health Department,Jackson,Pfizer,Hospital,First Dose,53,December,2020,12/27/20,29
2020-21,Region 1,Jackson County Health Department,Jackson,Pfizer,Hospital,First Dose,53,December,2020,12/28/20,30
2020-21,Region 1,Jackson County Health Department,Jackson,Pfizer,Hospital,First Dose,53,December,2020,12/29/20,56
2020-21,Region 1,Jackson County Health Department,Jackson,Pfizer,Hospital,First Dose,53,December,2020,12/30/20,187
2020-21,Region 1,Jackson County Health Department,Jackson,Pfizer,Hospital,First Dose,53,December,2020,12/31/20,155
2020-21,Region 1,Jackson County Health Department,Jackson,Pfizer,Hospital,First Dose,53,January,2021,1/1/21,19
2020-21,Region 1,Jackson County Health Department,Jackson,Pfizer,Hospital,First Dose,53,January,2021,1/2/21,214
2020-21,Region 1,Jackson County Health Department,Jackson,Pfizer,Internal Medicine,First Dose,53,December,2020,12/28/20,1
2020-21,Region 1,Jackson County Health Department,Jackson,Pfizer,Local Health Department,First Dose,51,December,2020,12/18/20,6
2020-21,Region 1,Jackson County Health Department,Jackson,Pfizer,Local Health Department,First Dose,51,December,2020,12/19/20,2
2020-21,Region 1,Jackson County Health Department,Jackson,Pfizer,Local Health Department,First Dose,52,December,2020,12/20/20,1
2020-21,Region 1,Jackson County Health Department,Jackson,Pfizer,Local Health Department,First Dose,52,December,2020,12/21/20,13
2020-21,Region 1,Jackson County Health Department,Jackson,Pfizer,Local Health Department,First Dose,52,December,2020,12/22/20,23
2020-21,Region 1,Jackson County Health Department,Jackson,Pfizer,Local Health Department,First Dose,52,December,2020,12/23/20,7
2020-21,Region 1,Jackson County Health Department,Jackson,Pfizer,Local Health Department,First Dose,53,December,2020,12/28/20,8
2020-21,Region 1,Jackson County Health Department,Jackson,Pfizer,Local Health Department,First Dose,53,December,2020,12/29/20,11
2020-21,Region 1,Jackson County Health Department,Jackson,Pfizer,Local Health Department,First Dose,53,December,2020,12/30/20,20
2020-21,Region 1,Jackson County Health Department,Jackson,Pfizer,Local Health Department,First Dose,53,December,2020,12/31/20,10
2020-21,Region 1,Jackson County Health Department,Jackson,Pfizer,Other,First Dose,53,December,2020,12/29/20,1
2020-21,Region 1,Jackson County Health Department,Jackson,Pfizer,Other,First Dose,53,December,2020,12/30/20,1
2020-21,Region 1,Lenawee County Health Department,Lenawee,Moderna,Federally Qualified Health Center,First Dose,53,December,2020,12/30/20,1
2020-21,Region 1,Lenawee County Health Department,Lenawee,Moderna,Hospital,First Dose,52,December,2020,12/23/20,4
2020-21,Region 1,Lenawee County Health Department,Lenawee,Moderna,Hospital,First Dose,52,December,2020,12/26/20,9
2020-21,Region 1,Lenawee County Health Department,Lenawee,Moderna,Hospital,First Dose,53,December,2020,12/28/20,40
2020-21,Region 1,Lenawee County Health Department,Lenawee,Moderna,Hospital,First Dose,53,December,2020,12/29/20,100
2020-21,Region 1,Lenawee County Health Department,Lenawee,Moderna,Hospital,First Dose,53,December,2020,12/30/20,79
2020-21,Region 1,Lenawee County Health Department,Lenawee,Moderna,Hospital,First Dose,53,December,2020,12/31/20,113
2020-21,Region 1,Lenawee County Health Department,Lenawee,Moderna,Hospital,First Dose,53,January,2021,1/2/21,5
2020-21,Region 1,Lenawee County Health Department,Lenawee,Moderna,Local Health Department,First Dose,52,December,2020,12/23/20,2
2020-21,Region 1,Lenawee County Health Department,Lenawee,Moderna,Local Health Department,First Dose,53,December,2020,12/28/20,19
2020-21,Region 1,Lenawee County Health Department,Lenawee,Moderna,Local Health Department,First Dose,53,December,2020,12/29/20,24
2020-21,Region 1,Lenawee County Health Department,Lenawee,Moderna,Local Health Department,First Dose,53,December,2020,12/30/20,25
2020-21,Region 1,Lenawee County Health Department,Lenawee,Moderna,Other,First Dose,51,December,2020,12/14/20,1
2020-21,Region 1,Lenawee County Health Department,Lenawee,Moderna,Other,First Dose,53,December,2020,12/30/20,1
2020-21,Region 1,Lenawee County Health Department,Lenawee,Moderna,Other,First Dose,53,January,2021,1/2/21,4
2020-21,Region 1,Lenawee County Health Department,Lenawee,Moderna,Pharmacy,First Dose,53,December,2020,12/28/20,28
2020-21,Region 1,Lenawee County Health Department,Lenawee,Moderna,Pharmacy,First Dose,53,December,2020,12/29/20,6
2020-21,Region 1,Lenawee County Health Department,Lenawee,Moderna,Pharmacy,First Dose,53,December,2020,12/30/20,79
2020-21,Region 1,Lenawee County Health Department,Lenawee,Moderna,Pharmacy,First Dose,53,January,2021,1/2/21,1
2020-21,Region 1,Lenawee County Health Department,Lenawee,Pfizer,Hospital,First Dose,51,December,2020,12/15/20,1
2020-21,Region 1,Lenawee County Health Department,Lenawee,Pfizer,Hospital,First Dose,51,December,2020,12/16/20,1
2020-21,Region 1,Lenawee County Health Department,Lenawee,Pfizer,Hospital,First Dose,51,December,2020,12/17/20,3
2020-21,Region 1,Lenawee County Health Department,Lenawee,Pfizer,Hospital,First Dose,51,December,2020,12/18/20,12
2020-21,Region 1,Lenawee County Health Department,Lenawee,Pfizer,Hospital,First Dose,51,December,2020,12/19/20,2
2020-21,Region 1,Lenawee County Health Department,Lenawee,Pfizer,Hospital,First Dose,52,December,2020,12/20/20,9
2020-21,Region 1,Lenawee County Health Department,Lenawee,Pfizer,Hospital,First Dose,52,December,2020,12/21/20,38
2020-21,Region 1,Lenawee County Health Department,Lenawee,Pfizer,Hospital,First Dose,52,December,2020,12/22/20,38
2020-21,Region 1,Lenawee County Health Department,Lenawee,Pfizer,Hospital,First Dose,52,December,2020,12/23/20,30
2020-21,Region 1,Lenawee County Health Department,Lenawee,Pfizer,Hospital,First Dose,52,December,2020,12/24/20,14
2020-21,Region 1,Lenawee County Health Department,Lenawee,Pfizer,Hospital,First Dose,52,December,2020,12/26/20,19
2020-21,Region 1,Lenawee County Health Department,Lenawee,Pfizer,Hospital,First Dose,53,December,2020,12/27/20,18
2020-21,Region 1,Lenawee County Health Department,Lenawee,Pfizer,Hospital,First Dose,53,December,2020,12/28/20,32
2020-21,Region 1,Lenawee County Health Department,Lenawee,Pfizer,Hospital,First Dose,53,December,2020,12/29/20,33
2020-21,Region 1,Lenawee County Health Department,Lenawee,Pfizer,Hospital,First Dose,53,December,2020,12/30/20,65
2020-21,Region 1,Lenawee County Health Department,Lenawee,Pfizer,Hospital,First Dose,53,December,2020,12/31/20,37
2020-21,Region 1,Lenawee County Health Department,Lenawee,Pfizer,Hospital,First Dose,53,January,2021,1/1/21,13
2020-21,Region 1,Lenawee County Health Department,Lenawee,Pfizer,Hospital,First Dose,53,January,2021,1/2/21,30
2020-21,Region 1,Lenawee County Health Department,Lenawee,Pfizer,Local Health Department,First Dose,51,December,2020,12/18/20,12
2020-21,Region 1,Lenawee County Health Department,Lenawee,Pfizer,Local Health Department,First Dose,52,December,2020,12/21/20,8
2020-21,Region 1,Lenawee County Health Department,Lenawee,Pfizer,Local Health Department,First Dose,52,December,2020,12/22/20,5
2020-21,Region 1,Lenawee County Health Department,Lenawee,Pfizer,Local Health Department,First Dose,52,December,2020,12/23/20,1
2020-21,Region 1,Lenawee County Health Department,Lenawee,Pfizer,Local Health Department,First Dose,53,December,2020,12/28/20,5
2020-21,Region 1,Lenawee County Health Department,Lenawee,Pfizer,Local Health Department,First Dose,53,December,2020,12/29/20,5
2020-21,Region 1,Lenawee County Health Department,Lenawee,Pfizer,Local Health Department,First Dose,53,December,2020,12/30/20,6
2020-21,Region 1,Lenawee County Health Department,Lenawee,Pfizer,Local Health Department,First Dose,53,December,2020,12/31/20,2
2020-21,Region 1,Lenawee County Health Department,Lenawee,Pfizer,Pharmacy,First Dose,52,December,2020,12/22/20,1
2020-21,Region 1,Livingston County Health Department,Livingston,Moderna,Federally Qualified Health Center,First Dose,53,December,2020,12/30/20,4
2020-21,Region 1,Livingston County Health Department,Livingston,Moderna,Hospital,First Dose,51,December,2020,12/14/20,1
2020-21,Region 1,Livingston County Health Department,Livingston,Moderna,Hospital,First Dose,52,December,2020,12/23/20,32
2020-21,Region 1,Livingston County Health Department,Livingston,Moderna,Hospital,First Dose,52,December,2020,12/24/20,20
2020-21,Region 1,Livingston County Health Department,Livingston,Moderna,Hospital,First Dose,52,December,2020,12/26/20,6
2020-21,Region 1,Livingston County Health Department,Livingston,Moderna,Hospital,First Dose,53,December,2020,12/27/20,3
2020-21,Region 1,Livingston County Health Department,Livingston,Moderna,Hospital,First Dose,53,December,2020,12/28/20,52
2020-21,Region 1,Livingston County Health Department,Livingston,Moderna,Hospital,First Dose,53,December,2020,12/29/20,48
2020-21,Region 1,Livingston County Health Department,Livingston,Moderna,Hospital,First Dose,53,December,2020,12/30/20,80
2020-21,Region 1,Livingston County Health Department,Livingston,Moderna,Hospital,First Dose,53,December,2020,12/31/20,28
2020-21,Region 1,Livingston County Health Department,Livingston,Moderna,Hospital,First Dose,53,January,2021,1/2/21,10
2020-21,Region 1,Livingston County Health Department,Livingston,Moderna,Local Health Department,First Dose,52,December,2020,12/23/20,44
2020-21,Region 1,Livingston County Health Department,Livingston,Moderna,Local Health Department,First Dose,53,December,2020,12/27/20,103
2020-21,Region 1,Livingston County Health Department,Livingston,Moderna,Local Health Department,First Dose,53,December,2020,12/28/20,2
2020-21,Region 1,Livingston County Health Department,Livingston,Moderna,Local Health Department,First Dose,53,December,2020,12/29/20,76
2020-21,Region 1,Livingston County Health Department,Livingston,Moderna,Local Health Department,First Dose,53,December,2020,12/30/20,3
2020-21,Region 1,Livingston County Health Department,Livingston,Moderna,Other,First Dose,53,January,2021,1/2/21,3
2020-21,Region 1,Livingston County Health Department,Livingston,Moderna,Pharmacy,First Dose,53,December,2020,12/28/20,20
2020-21,Region 1,Livingston County Health Department,Livingston,Moderna,Pharmacy,First Dose,53,December,2020,12/29/20,15
2020-21,Region 1,Livingston County Health Department,Livingston,Moderna,Pharmacy,First Dose,53,December,2020,12/30/20,21
2020-21,Region 1,Livingston County Health Department,Livingston,Moderna,Pharmacy,First Dose,53,January,2021,1/2/21,10
2020-21,Region 1,Livingston County Health Department,Livingston,Pfizer,Home Health Provider,First Dose,53,January,2021,1/1/21,1
2020-21,Region 1,Livingston County Health Department,Livingston,Pfizer,Hospital,First Dose,51,December,2020,12/15/20,2
2020-21,Region 1,Livingston County Health Department,Livingston,Pfizer,Hospital,First Dose,51,December,2020,12/16/20,3
2020-21,Region 1,Livingston County Health Department,Livingston,Pfizer,Hospital,First Dose,51,December,2020,12/17/20,28
2020-21,Region 1,Livingston County Health Department,Livingston,Pfizer,Hospital,First Dose,51,December,2020,12/18/20,93
2020-21,Region 1,Livingston County Health Department,Livingston,Pfizer,Hospital,First Dose,51,December,2020,12/19/20,34
2020-21,Region 1,Livingston County Health Department,Livingston,Pfizer,Hospital,First Dose,52,December,2020,12/20/20,17
2020-21,Region 1,Livingston County Health Department,Livingston,Pfizer,Hospital,First Dose,52,December,2020,12/21/20,143
2020-21,Region 1,Livingston County Health Department,Livingston,Pfizer,Hospital,First Dose,52,December,2020,12/22/20,169
2020-21,Region 1,Livingston County Health Department,Livingston,Pfizer,Hospital,First Dose,52,December,2020,12/23/20,159
2020-21,Region 1,Livingston County Health Department,Livingston,Pfizer,Hospital,First Dose,52,December,2020,12/24/20,64
2020-21,Region 1,Livingston County Health Department,Livingston,Pfizer,Hospital,First Dose,52,December,2020,12/25/20,10
2020-21,Region 1,Livingston County Health Department,Livingston,Pfizer,Hospital,First Dose,52,December,2020,12/26/20,74
2020-21,Region 1,Livingston County Health Department,Livingston,Pfizer,Hospital,First Dose,53,December,2020,12/27/20,96
2020-21,Region 1,Livingston County Health Department,Livingston,Pfizer,Hospital,First Dose,53,December,2020,12/28/20,120
2020-21,Region 1,Livingston County Health Department,Livingston,Pfizer,Hospital,First Dose,53,December,2020,12/29/20,114
2020-21,Region 1,Livingston County Health Department,Livingston,Pfizer,Hospital,First Dose,53,December,2020,12/30/20,173
