Year Range,Persons Residence in Preparedness Region,Persons Residence in Local Health Department Jurisdiction,Persons Residence in County,Vaccine Type,Facility Type,Dose Number,Week,Month,Year,Date,Number of Doses
2020-21,Region 1,Jackson County Health Department,Jackson,Moderna,Hospital,First Dose,53,December,2020,12/28/2020,40
2020-21,Region 1,Jackson County Health Department,Jackson,Moderna,Hospital,First Dose,53,December,2020,12/29/2020,24
2020-21,Region 1,Jackson County Health Department,Jackson,Moderna,Hospital,First Dose,53,December,2020,12/30/2020,45
2020-21,Region 1,Jackson County Health Department,Jackson,Moderna,Hospital,First Dose,53,December,2020,12/31/2020,6
2020-21,Region 1,Jackson County Health Department,Jackson,Moderna,Hospital,First Dose,53,January,2021,1/2/2021,16
2020-21,Region 1,Jackson County Health Department,Jackson,Moderna,Local Health Department,First Dose,52,December,2020,12/23/2020,47
2020-21,Region 1,Jackson County Health Department,Jackson,Moderna,Local Health Department,First Dose,53,December,2020,12/28/2020,1
2020-21,Region 1,Jackson County Health Department,Jackson,Moderna,Local Health Department,First Dose,53,December,2020,12/29/2020,86
2020-21,Region 1,Jackson County Health Department,Jackson,Moderna,Local Health Department,First Dose,53,December,2020,12/30/2020,76
2020-21,Region 1,Jackson County Health Department,Jackson,Moderna,Other,First Dose,53,December,2020,12/29/2020,1
2020-21,Region 1,Jackson County Health Department,Jackson,Moderna,Other,First Dose,53,January,2021,1/2/2021,2
2020-21,Region 1,Jackson County Health Department,Jackson,Moderna,Pharmacy,First Dose,53,December,2020,12/28/2020,138
2020-21,Region 1,Jackson County Health Department,Jackson,Moderna,Pharmacy,First Dose,53,December,2020,12/29/2020,3
2020-21,Region 1,Jackson County Health Department,Jackson,Moderna,Pharmacy,First Dose,53,December,2020,12/30/2020,58
2020-21,Region 1,Jackson County Health Department,Jackson,Moderna,Pharmacy,First Dose,53,December,2020,12/31/2020,1
2020-21,Region 1,Jackson County Health Department,Jackson,Moderna,Pharmacy,First Dose,53,January,2021,1/2/2021,2
2020-21,Region 1,Jackson County Health Department,Jackson,Moderna,Specialty Provider,First Dose,52,December,2020,12/22/2020,1
2020-21,Region 1,Jackson County Health Department,Jackson,Pfizer,Hospital,First Dose,51,December,2020,12/15/2020,3
2020-21,Region 1,Jackson County Health Department,Jackson,Pfizer,Hospital,First Dose,51,December,2020,12/16/2020,3
2020-21,Region 1,Jackson County Health Department,Jackson,Pfizer,Hospital,First Dose,51,December,2020,12/17/2020,21
2020-21,Region 1,Jackson County Health Department,Jackson,Pfizer,Hospital,First Dose,51,December,2020,12/18/2020,101
2020-21,Region 1,Jackson County Health Department,Jackson,Pfizer,Hospital,First Dose,51,December,2020,12/19/2020,51
2020-21,Region 1,Jackson County Health Department,Jackson,Pfizer,Hospital,First Dose,52,December,2020,12/20/2020,94
2020-21,Region 1,Jackson County Health Department,Jackson,Pfizer,Hospital,First Dose,52,December,2020,12/21/2020,93
2020-21,Region 1,Jackson County Health Department,Jackson,Pfizer,Hospital,First Dose,52,December,2020,12/22/2020,105
2020-21,Region 1,Jackson County Health Department,Jackson,Pfizer,Hospital,First Dose,52,December,2020,12/23/2020,126
2020-21,Region 1,Jackson County Health Department,Jackson,Pfizer,Hospital,First Dose,52,December,2020,12/24/2020,48
2020-21,Region 1,Jackson County Health Department,Jackson,Pfizer,Hospital,First Dose,52,December,2020,12/25/2020,1
2020-21,Region 1,Jackson County Health Department,Jackson,Pfizer,Hospital,First Dose,52,December,2020,12/26/2020,51
2020-21,Region 1,Jackson County Health Department,Jackson,Pfizer,Hospital,First Dose,53,December,2020,12/27/2020,29
2020-21,Region 1,Jackson County Health Department,Jackson,Pfizer,Hospital,First Dose,53,December,2020,12/28/2020,30
2020-21,Region 1,Jackson County Health Department,Jackson,Pfizer,Hospital,First Dose,53,December,2020,12/29/2020,56
2020-21,Region 1,Jackson County Health Department,Jackson,Pfizer,Hospital,First Dose,53,December,2020,12/30/2020,187
2020-21,Region 1,Jackson County Health Department,Jackson,Pfizer,Hospital,First Dose,53,December,2020,12/31/2020,155
2020-21,Region 1,Jackson County Health Department,Jackson,Pfizer,Hospital,First Dose,53,January,2021,1/1/2021,19
2020-21,Region 1,Jackson County Health Department,Jackson,Pfizer,Hospital,First Dose,53,January,2021,1/2/2021,214
2020-21,Region 1,Jackson County Health Department,Jackson,Pfizer,Internal Medicine,First Dose,53,December,2020,12/28/2020,1
2020-21,Region 1,Jackson County Health Department,Jackson,Pfizer,Local Health Department,First Dose,51,December,2020,12/18/2020,6
2020-21,Region 1,Jackson County Health Department,Jackson,Pfizer,Local Health Department,First Dose,51,December,2020,12/19/2020,2
2020-21,Region 1,Jackson County Health Department,Jackson,Pfizer,Local Health Department,First Dose,52,December,2020,12/20/2020,1
2020-21,Region 1,Jackson County Health Department,Jackson,Pfizer,Local Health Department,First Dose,52,December,2020,12/21/2020,13
2020-21,Region 1,Jackson County Health Department,Jackson,Pfizer,Local Health Department,First Dose,52,December,2020,12/22/2020,23
2020-21,Region 1,Jackson County Health Department,Jackson,Pfizer,Local Health Department,First Dose,52,December,2020,12/23/2020,7
2020-21,Region 1,Jackson County Health Department,Jackson,Pfizer,Local Health Department,First Dose,53,December,2020,12/28/2020,8
2020-21,Region 1,Jackson County Health Department,Jackson,Pfizer,Local Health Department,First Dose,53,December,2020,12/29/2020,11
2020-21,Region 1,Jackson County Health Department,Jackson,Pfizer,Local Health Department,First Dose,53,December,2020,12/30/2020,20
2020-21,Region 1,Jackson County Health Department,Jackson,Pfizer,Local Health Department,First Dose,53,December,2020,12/31/2020,10
2020-21,Region 1,Jackson County Health Department,Jackson,Pfizer,Other,First Dose,53,December,2020,12/29/2020,1
2020-21,Region 1,Jackson County Health Department,Jackson,Pfizer,Other,First Dose,53,December,2020,12/30/2020,1
2020-21,Region 1,Lenawee County Health Department,Lenawee,Moderna,Federally Qualified Health Center,First Dose,53,December,2020,12/30/2020,1
2020-21,Region 1,Lenawee County Health Department,Lenawee,Moderna,Hospital,First Dose,52,December,2020,12/23/2020,4
2020-21,Region 1,Lenawee County Health Department,Lenawee,Moderna,Hospital,First Dose,52,December,2020,12/26/2020,9
2020-21,Region 1,Lenawee County Health Department,Lenawee,Moderna,Hospital,First Dose,53,December,2020,12/28/2020,40
2020-21,Region 1,Lenawee County Health Department,Lenawee,Moderna,Hospital,First Dose,53,December,2020,12/29/2020,100
2020-21,Region 1,Lenawee County Health Department,Lenawee,Moderna,Hospital,First Dose,53,December,2020,12/30/2020,79
2020-21,Region 1,Lenawee County Health Department,Lenawee,Moderna,Hospital,First Dose,53,December,2020,12/31/2020,113
2020-21,Region 1,Lenawee County Health Department,Lenawee,Moderna,Hospital,First Dose,53,January,2021,1/2/2021,5
2020-21,Region 1,Lenawee County Health Department,Lenawee,Moderna,Local Health Department,First Dose,52,December,2020,12/23/2020,2
2020-21,Region 1,Lenawee County Health Department,Lenawee,Moderna,Local Health Department,First Dose,53,December,2020,12/28/2020,19
2020-21,Region 1,Lenawee County Health Department,Lenawee,Moderna,Local Health Department,First Dose,53,December,2020,12/29/2020,24
2020-21,Region 1,Lenawee County Health Department,Lenawee,Moderna,Local Health Department,First Dose,53,December,2020,12/30/2020,25
2020-21,Region 1,Lenawee County Health Department,Lenawee,Moderna,Other,First Dose,51,December,2020,12/14/2020,1
2020-21,Region 1,Lenawee County Health Department,Lenawee,Moderna,Other,First Dose,53,December,2020,12/30/2020,1
2020-21,Region 1,Lenawee County Health Department,Lenawee,Moderna,Other,First Dose,53,January,2021,1/2/2021,4
2020-21,Region 1,Lenawee County Health Department,Lenawee,Moderna,Pharmacy,First Dose,53,December,2020,12/28/2020,28
2020-21,Region 1,Lenawee County Health Department,Lenawee,Moderna,Pharmacy,First Dose,53,December,2020,12/29/2020,6
2020-21,Region 1,Lenawee County Health Department,Lenawee,Moderna,Pharmacy,First Dose,53,December,2020,12/30/2020,79
2020-21,Region 1,Lenawee County Health Department,Lenawee,Moderna,Pharmacy,First Dose,53,January,2021,1/2/2021,1
2020-21,Region 1,Lenawee County Health Department,Lenawee,Pfizer,Hospital,First Dose,51,December,2020,12/15/2020,1
2020-21,Region 1,Lenawee County Health Department,Lenawee,Pfizer,Hospital,First Dose,51,December,2020,12/16/2020,1
2020-21,Region 1,Lenawee County Health Department,Lenawee,Pfizer,Hospital,First Dose,51,December,2020,12/17/2020,3
2020-21,Region 1,Lenawee County Health Department,Lenawee,Pfizer,Hospital,First Dose,51,December,2020,12/18/2020,12
2020-21,Region 1,Lenawee County Health Department,Lenawee,Pfizer,Hospital,First Dose,51,December,2020,12/19/2020,2
2020-21,Region 1,Lenawee County Health Department,Lenawee,Pfizer,Hospital,First Dose,52,December,2020,12/20/2020,9
2020-21,Region 1,Lenawee County Health Department,Lenawee,Pfizer,Hospital,First Dose,52,December,2020,12/21/2020,38
2020-21,Region 1,Lenawee County Health Department,Lenawee,Pfizer,Hospital,First Dose,52,December,2020,12/22/2020,38
2020-21,Region 1,Lenawee County Health Department,Lenawee,Pfizer,Hospital,First Dose,52,December,2020,12/23/2020,30
2020-21,Region 1,Lenawee County Health Department,Lenawee,Pfizer,Hospital,First Dose,52,December,2020,12/24/2020,14
2020-21,Region 1,Lenawee County Health Department,Lenawee,Pfizer,Hospital,First Dose,52,December,2020,12/26/2020,19
2020-21,Region 1,Lenawee County Health Department,Lenawee,Pfizer,Hospital,First Dose,53,December,2020,12/27/2020,18
2020-21,Region 1,Lenawee County Health Department,Lenawee,Pfizer,Hospital,First Dose,53,December,2020,12/28/2020,32
2020-21,Region 1,Lenawee County Health Department,Lenawee,Pfizer,Hospital,First Dose,53,December,2020,12/29/2020,33
2020-21,Region 1,Lenawee County Health Department,Lenawee,Pfizer,Hospital,First Dose,53,December,2020,12/30/2020,65
2020-21,Region 1,Lenawee County Health Department,Lenawee,Pfizer,Hospital,First Dose,53,December,2020,12/31/2020,37
2020-21,Region 1,Lenawee County Health Department,Lenawee,Pfizer,Hospital,First Dose,53,January,2021,1/1/2021,13
2020-21,Region 1,Lenawee County Health Department,Lenawee,Pfizer,Hospital,First Dose,53,January,2021,1/2/2021,30
2020-21,Region 1,Lenawee County Health Department,Lenawee,Pfizer,Local Health Department,First Dose,51,December,2020,12/18/2020,12
2020-21,Region 1,Lenawee County Health Department,Lenawee,Pfizer,Local Health Department,First Dose,52,December,2020,12/21/2020,8
2020-21,Region 1,Lenawee County Health Department,Lenawee,Pfizer,Local Health Department,First Dose,52,December,2020,12/22/2020,5
2020-21,Region 1,Lenawee County Health Department,Lenawee,Pfizer,Local Health Department,First Dose,52,December,2020,12/23/2020,1
2020-21,Region 1,Lenawee County Health Department,Lenawee,Pfizer,Local Health Department,First Dose,53,December,2020,12/28/2020,5
2020-21,Region 1,Lenawee County Health Department,Lenawee,Pfizer,Local Health Department,First Dose,53,December,2020,12/29/2020,5
2020-21,Region 1,Lenawee County Health Department,Lenawee,Pfizer,Local Health Department,First Dose,53,December,2020,12/30/2020,6
2020-21,Region 1,Lenawee County Health Department,Lenawee,Pfizer,Local Health Department,First Dose,53,December,2020,12/31/2020,2
2020-21,Region 1,Lenawee County Health Department,Lenawee,Pfizer,Pharmacy,First Dose,52,December,2020,12/22/2020,1
2020-21,Region 1,Livingston County Health Department,Livingston,Moderna,Federally Qualified Health Center,First Dose,53,December,2020,12/30/2020,4
2020-21,Region 1,Livingston County Health Department,Livingston,Moderna,Hospital,First Dose,51,December,2020,12/14/2020,1
2020-21,Region 1,Livingston County Health Department,Livingston,Moderna,Hospital,First Dose,52,December,2020,12/23/2020,32
2020-21,Region 1,Livingston County Health Department,Livingston,Moderna,Hospital,First Dose,52,December,2020,12/24/2020,20
2020-21,Region 1,Livingston County Health Department,Livingston,Moderna,Hospital,First Dose,52,December,2020,12/26/2020,6
2020-21,Region 1,Livingston County Health Department,Livingston,Moderna,Hospital,First Dose,53,December,2020,12/27/2020,3
2020-21,Region 1,Livingston County Health Department,Livingston,Moderna,Hospital,First Dose,53,December,2020,12/28/2020,52
2020-21,Region 1,Livingston County Health Department,Livingston,Moderna,Hospital,First Dose,53,December,2020,12/29/2020,48
2020-21,Region 1,Livingston County Health Department,Livingston,Moderna,Hospital,First Dose,53,December,2020,12/30/2020,80
2020-21,Region 1,Livingston County Health Department,Livingston,Moderna,Hospital,First Dose,53,December,2020,12/31/2020,28
2020-21,Region 1,Livingston County Health Department,Livingston,Moderna,Hospital,First Dose,53,January,2021,1/2/2021,10
2020-21,Region 1,Livingston County Health Department,Livingston,Moderna,Local Health Department,First Dose,52,December,2020,12/23/2020,44
2020-21,Region 1,Livingston County Health Department,Livingston,Moderna,Local Health Department,First Dose,53,December,2020,12/27/2020,103
2020-21,Region 1,Livingston County Health Department,Livingston,Moderna,Local Health Department,First Dose,53,December,2020,12/28/2020,2
2020-21,Region 1,Livingston County Health Department,Livingston,Moderna,Local Health Department,First Dose,53,December,2020,12/29/2020,76
2020-21,Region 1,Livingston County Health Department,Livingston,Moderna,Local Health Department,First Dose,53,December,2020,12/30/2020,3
2020-21,Region 1,Livingston County Health Department,Livingston,Moderna,Other,First Dose,53,January,2021,1/2/2021,3
2020-21,Region 1,Livingston County Health Department,Livingston,Moderna,Pharmacy,First Dose,53,December,2020,12/28/2020,20
2020-21,Region 1,Livingston County Health Department,Livingston,Moderna,Pharmacy,First Dose,53,December,2020,12/29/2020,15
2020-21,Region 1,Livingston County Health Department,Livingston,Moderna,Pharmacy,First Dose,53,December,2020,12/30/2020,21
2020-21,Region 1,Livingston County Health Department,Livingston,Moderna,Pharmacy,First Dose,53,January,2021,1/2/2021,10
2020-21,Region 1,Livingston County Health Department,Livingston,Pfizer,Home Health Provider,First Dose,53,January,2021,1/1/2021,1
2020-21,Region 1,Livingston County Health Department,Livingston,Pfizer,Hospital,First Dose,51,December,2020,12/15/2020,2
2020-21,Region 1,Livingston County Health Department,Livingston,Pfizer,Hospital,First Dose,51,December,2020,12/16/2020,3
2020-21,Region 1,Livingston County Health Department,Livingston,Pfizer,Hospital,First Dose,51,December,2020,12/17/2020,28
2020-21,Region 1,Livingston County Health Department,Livingston,Pfizer,Hospital,First Dose,51,December,2020,12/18/2020,93
2020-21,Region 1,Livingston County Health Department,Livingston,Pfizer,Hospital,First Dose,51,December,2020,12/19/2020,34
2020-21,Region 1,Livingston County Health Department,Livingston,Pfizer,Hospital,First Dose,52,December,2020,12/20/2020,17
2020-21,Region 1,Livingston County Health Department,Livingston,Pfizer,Hospital,First Dose,52,December,2020,12/21/2020,143
2020-21,Region 1,Livingston County Health Department,Livingston,Pfizer,Hospital,First Dose,52,December,2020,12/22/2020,169
2020-21,Region 1,Livingston County Health Department,Livingston,Pfizer,Hospital,First Dose,52,December,2020,12/23/2020,159
2020-21,Region 1,Livingston County Health Department,Livingston,Pfizer,Hospital,First Dose,52,December,2020,12/24/2020,64
2020-21,Region 1,Livingston County Health Department,Livingston,Pfizer,Hospital,First Dose,52,December,2020,12/25/2020,10
2020-21,Region 1,Livingston County Health Department,Livingston,Pfizer,Hospital,First Dose,52,December,2020,12/26/2020,74
2020-21,Region 1,Livingston County Health Department,Livingston,Pfizer,Hospital,First Dose,53,December,2020,12/27/2020,96
